Date,Open,High,Low,Close,Adj Close,Volume
6/23/11,164.059998,166.729996,163.800003,166.119995,122.100456,5271500
6/24/11,165.850006,165.940002,164.570007,165.070007,121.32869,4402600
6/27/11,165.740005,168.240005,165.210007,167.619995,123.203003,4446700
6/28/11,168.330002,170.699997,168.009995,170.009995,124.959686,4850000
6/29/11,170.610001,170.860001,169.820007,170.539993,125.34922,3817100
6/30/11,171.110001,172.449997,170.75,171.550003,126.091576,5105200
7/1/11,171.610001,174.649994,171.490005,174.539993,128.289291,5181700
7/5/11,173.520004,175.429993,173.520004,175.429993,128.943466,4586500
7/6/11,175.190002,177.770004,175.089996,177.710007,130.619263,5885900
7/7/11,176.779999,177.270004,176.119995,176.479996,129.715195,5905600
7/8/11,175.490005,176.490005,175.009995,176.490005,129.72258,4399900
7/11/11,174.899994,176.149994,174.610001,174.990005,128.619995,4766500
7/12/11,174.929993,175.369995,173.889999,174.050003,127.929108,5036800
7/13/11,174.899994,176.320007,174,174.320007,128.127579,4074800
7/14/11,174.399994,176.100006,173.839996,174.229996,128.061432,4613100
7/15/11,175.080002,175.940002,174.070007,175.539993,129.024292,5347100
7/18/11,174.729996,176.460007,173.580002,175.279999,128.833206,8879700
7/19/11,178.740005,185.210007,178.649994,185.210007,136.131836,13245600
7/20/11,183.839996,184.419998,183,183.649994,134.985214,5901100
7/21/11,183.589996,185.5,182.899994,184.899994,135.904037,4958400
7/22/11,184.639999,185.630005,184.259995,185.179993,136.109787,4516100
7/25/11,183.889999,184.960007,183.279999,183.699997,135.021942,4987000
7/26/11,182.940002,184.050003,182.649994,182.929993,134.455994,4356200
7/27/11,182.009995,182.910004,180.929993,181.350006,133.294693,5806800
7/28/11,181.059998,183.270004,180.880005,181.800003,133.625488,4478800
7/29/11,180.259995,183.429993,179.729996,181.850006,133.662231,6665600
8/1/11,182.600006,183.690002,178.5,180.75,132.853729,5842700
8/2/11,179.949997,182.289993,177.860001,178.050003,130.869202,5770400
8/3/11,177.669998,179.229996,175.410004,178.830002,131.442474,6722000
8/4/11,176.5,177.919998,171.179993,171.479996,126.0401,11022300
8/5/11,172.100006,174.220001,166.520004,172.979996,127.142647,11871800
8/8/11,168.830002,172.610001,166,166.220001,122.706009,15804900
8/9/11,167.460007,171.050003,162,170.610001,125.946678,12517600
8/10/11,168.179993,169.229996,161.850006,162.539993,119.989388,13993600
8/11/11,164.100006,168.770004,162.940002,166.729996,123.082489,9175600
8/12/11,168.5,169.380005,165.830002,168.199997,124.167633,5187000
8/15/11,171.320007,174,170.389999,172.990005,127.70372,7645400
8/16/11,172.190002,172.190002,169,171.240005,126.411819,5585400
8/17/11,171.570007,172.990005,169.889999,171.479996,126.588982,5129700
8/18/11,166.320007,166.460007,160.160004,163.830002,120.941658,15082600
8/19/11,162.169998,163.940002,157.130005,157.539993,116.298279,14068600
8/22/11,161.350006,161.679993,157.619995,158.979996,117.36132,7249100
8/23/11,160.649994,164.589996,159.529999,164.320007,121.303391,6923300
8/24/11,164.130005,166.830002,163.350006,166.759995,123.10463,6427000
8/25/11,167.520004,168.529999,164.850006,165.580002,122.233536,6751600
8/26/11,164.850006,169.330002,163.279999,169.139999,124.861572,6438200
8/29/11,170.580002,172.720001,170.360001,172.619995,127.430565,5293400
8/30/11,172.059998,173.509995,170.880005,172.509995,127.349358,4477700
8/31/11,173.289993,173.720001,170.710007,171.910004,126.906425,6074200
9/1/11,172.710007,173.679993,170.119995,170.330002,125.740067,5463900
9/2/11,167.690002,168.929993,166,166.979996,123.267021,4979100
9/6/11,163.059998,165.550003,162.199997,165.110001,121.886581,5761200
9/7/11,167.279999,167.899994,166.160004,167.309998,123.510666,6796600
9/8/11,167,169.580002,165.100006,165.25,121.989937,6027200
9/9/11,164.570007,165.190002,160.809998,161.369995,119.125641,6743900
9/12/11,160.039993,162.440002,158.759995,162.419998,119.90078,5247200
9/13/11,163.639999,163.919998,161.539993,163.429993,120.64637,4723800
9/14/11,164.009995,169.660004,161.990005,167.240005,123.458939,6980700
9/15/11,168.639999,170.160004,167.229996,170.089996,125.562874,5464400
9/16/11,171.330002,172.990005,169.740005,172.990005,127.70372,11048100
9/19/11,169.5,173.869995,169.429993,173.130005,127.807053,4755600
9/20/11,173.570007,177.429993,172.699997,174.720001,128.98082,6209600
9/21/11,175,177.669998,172.619995,173.020004,127.725868,7043100
9/22/11,168.330002,169.970001,166.5,168.619995,124.477669,8195600
9/23/11,166.990005,169.539993,165.759995,169.339996,125.009186,5586600
9/26/11,170.960007,174.699997,169.860001,174.509995,128.825775,6745700
9/27/11,176.820007,179.619995,176.429993,177.710007,131.188034,7638800
9/28/11,177.970001,180.75,177.080002,177.550003,131.069916,7732200
9/29/11,179.690002,180.910004,175.529999,179.169998,132.265823,6944300
9/30/11,176.009995,178.270004,174.75,174.869995,129.091537,7807400
10/3/11,174.360001,177.919998,173.039993,173.289993,127.925148,9042600
10/4/11,171.539993,175.070007,168.880005,174.740005,128.995575,9200000
10/5/11,174.570007,177.300003,172.679993,176.850006,130.553207,5851700
10/6/11,176.809998,181.990005,175.660004,181.690002,134.126175,7180900
10/7/11,182.320007,183.720001,181.639999,182.389999,134.642853,6842600
10/10/11,183,186.630005,182.899994,186.619995,137.765549,5784800
10/11/11,184.589996,186,184.110001,185,136.569641,5330500
10/12/11,186.080002,188,185.649994,186.119995,137.396439,5338200
10/13/11,184.970001,187.5,184.5,186.820007,137.913208,4399200
10/14/11,188.190002,190.529999,187.729996,190.529999,140.651978,5368200
10/17/11,189.710007,190.160004,185.899994,186.589996,137.743393,8790300
10/18/11,178,179.380005,176.25,178.899994,132.066544,15729400
10/19/11,179.679993,179.809998,177.009995,177.389999,130.951843,6708300
10/20/11,178.130005,179.240005,176.169998,177.25,130.84845,7513800
10/21/11,179.110001,181.669998,178.75,181.630005,134.081879,8054200
10/24/11,181.509995,183.389999,180.619995,182.25,134.539581,5890600
10/25/11,181.660004,182.970001,180.009995,180.360001,133.144363,5373100
10/26/11,181.740005,182.279999,179.029999,181.970001,134.33287,5387700
10/27/11,184.990005,187,183.179993,185.880005,137.219315,7057800
10/28/11,185.570007,188.070007,185.279999,187.449997,138.378265,5009800
10/31/11,185.589996,186.910004,184.630005,184.630005,136.296539,4710000
11/1/11,181.550003,183.259995,180.740005,181.350006,133.875122,5881200
11/2/11,184,185.25,183.029999,183.919998,135.772415,4136600
11/3/11,185.130005,187.779999,184.020004,187.300003,138.267548,4953500
11/4/11,186.270004,187.139999,184.740005,186.380005,137.588379,3237600
11/7/11,186.220001,187.729996,184.75,187.320007,138.282318,3530800
11/8/11,187.479996,187.880005,185.509995,187.25,138.78627,4330600
11/9/11,184.199997,185.240005,181.160004,182.240005,135.072998,5494800
11/10/11,183.580002,184.770004,181.869995,183.350006,135.89566,3881600
11/11/11,185.270004,187.830002,185.139999,187.380005,138.88269,3665300
11/14/11,189.169998,189.839996,186.850006,187.350006,138.860413,6038600
11/15/11,187.490005,189.970001,185.639999,188.75,139.898056,4585300
11/16/11,187.820007,189.899994,186.300003,186.619995,138.319336,4616800
11/17/11,186.809998,188.830002,183.389999,185.729996,137.659729,5840500
11/18/11,186.710007,186.970001,184.660004,185.240005,137.296555,4440900
11/21/11,183.369995,183.960007,180,181.479996,134.509674,5145100
11/22/11,182.220001,182.979996,180.289993,181.309998,134.383652,4178600
11/23/11,180.669998,181.490005,177.520004,177.949997,131.893326,4800900
11/25/11,178.009995,179.559998,177.059998,177.059998,131.233658,2232800
11/28/11,182.710007,182.929993,180.669998,182.210007,135.050735,4524200
11/29/11,182.020004,183.309998,180.839996,180.940002,134.109451,3661600
11/30/11,184.570007,188.350006,184.210007,188,139.342209,7836800
12/1/11,187.009995,189.990005,186.770004,189.449997,140.41687,4858800
12/2/11,189.919998,191.330002,189.449997,189.660004,140.572617,4962200
12/5/11,191.179993,193.610001,190.380005,190.839996,141.447113,5699400
12/6/11,190.649994,193.529999,190.320007,192.940002,143.003662,4144900
12/7/11,191.990005,194.899994,191.279999,194.050003,143.826324,5081700
12/8/11,192.479996,193.800003,191.070007,191.580002,141.995621,4369000
12/9/11,192.910004,194.869995,192.399994,194.559998,144.204361,4847900
12/12/11,193.639999,193.899994,191.220001,192.179993,142.440323,3796100
12/13/11,193.460007,194.300003,190.639999,191.149994,141.676865,5008400
12/14/11,189.839996,190.279999,188,188.720001,139.875809,5057700
12/15/11,190.479996,191.199997,186.889999,187.479996,138.956787,4474500
12/16/11,188.009995,188.009995,181.910004,183.570007,136.058762,11849400
12/19/11,184.509995,184.690002,182.25,182.889999,135.554764,5039900
12/20/11,185.5,187.330002,184.759995,187.240005,138.778885,4740100
12/21/11,183.220001,183.5,179.039993,181.470001,134.502274,9282500
12/22/11,182.710007,182.800003,181,182.039993,134.924759,5052000
12/23/11,183.110001,184.850006,181.889999,184.75,136.933319,3052300
12/27/11,184.970001,185.850006,184.389999,184.949997,137.081619,2775200
12/28/11,185.190002,185.399994,183.339996,183.990005,136.370056,2872000
12/29/11,184.070007,186.229996,184.009995,186.179993,137.993225,2941600
12/30/11,186.330002,186.479996,183.850006,183.880005,136.288528,3530900
1/3/12,186.729996,188.710007,186,186.300003,138.082169,5646000
1/4/12,185.570007,186.330002,184.940002,185.539993,137.51886,4346700
1/5/12,184.809998,185.029999,183.100006,184.660004,136.866653,4463100
1/6/12,184.389999,184.479996,182.309998,182.539993,135.295319,4897100
1/9/12,182.199997,182.270004,180.270004,181.589996,134.591202,5201200
1/10/12,183.229996,183.720001,181.199997,181.309998,134.383652,5161000
1/11/12,180.729996,182.809998,180.5,182.320007,135.132294,4110800
1/12/12,181.860001,181.910004,178.380005,180.550003,133.820389,6881000
1/13/12,179.479996,179.610001,177.350006,179.160004,132.790131,5279200
1/17/12,180.360001,182,179.320007,180,133.41275,6003400
1/18/12,179.830002,181.600006,179.5,181.070007,134.205811,4600600
1/19/12,181.789993,182.360001,180.350006,180.520004,133.798141,8567200
1/20/12,185.770004,188.970001,184.75,188.520004,139.727631,12849700
1/23/12,187.910004,190.520004,187.669998,189.979996,140.809738,5751700
1/24/12,188.630005,192.300003,188.520004,191.929993,142.255005,5345700
1/25/12,191.330002,192.240005,189.610001,191.729996,142.106766,4359700
1/26/12,191.789993,192.789993,190.470001,190.979996,141.550919,4004700
1/27/12,190.009995,191.770004,189.809998,190.460007,141.165451,3360400
1/30/12,189.389999,192.729996,188.220001,192.5,142.677505,4359000
1/31/12,193.089996,193.100006,191,192.600006,142.751633,4826800
2/1/12,193.210007,194.809998,192.410004,192.619995,142.766434,5088800
2/2/12,192.720001,193.330002,191.330002,191.529999,141.958557,3907300
2/3/12,192.929993,194.130005,192.539993,193.639999,143.522476,4521700
2/6/12,192.479996,193.759995,192,192.820007,142.914703,3639800
2/7/12,192.449997,194.139999,191.970001,193.350006,143.307526,3433000
2/8/12,192.779999,193.580002,191.729996,192.949997,143.567932,3803800
2/9/12,193.029999,194.460007,192.550003,193.130005,143.701889,3876400
2/10/12,191.759995,192.429993,191.279999,192.419998,143.173553,3391100
2/13/12,193.309998,193.690002,191.740005,192.619995,143.322372,2458800
2/14/12,191.759995,192.600006,190.830002,192.220001,143.024765,3398100
2/15/12,192.309998,193.440002,191.259995,192.25,143.047073,4020900
2/16/12,192.610001,193.25,192,193.020004,143.620026,3525500
2/17/12,193.710007,193.860001,192.300003,193.419998,143.917648,3746500
2/21/12,193.729996,194.240005,192.460007,193.389999,143.895294,3293600
2/22/12,193.029999,194.740005,192.75,193.869995,144.252457,3275800
2/23/12,193.869995,199.229996,193.279999,197.610001,147.035294,8032700
2/24/12,198.380005,198.559998,196.610001,197.759995,147.146896,3353200
2/27/12,196.779999,198.710007,196.100006,197.529999,146.975784,3758400
2/28/12,197.75,198.960007,197.429993,197.979996,147.310593,3167400
2/29/12,197.860001,199.169998,196.449997,196.729996,146.380508,5117100
3/1/12,197.229996,198.470001,196.929993,197.529999,146.975784,3560300
3/2/12,197.100006,198.889999,197.059998,198.809998,147.928207,3727400
3/5/12,198.360001,201.190002,198.300003,200.660004,149.304703,6938000
3/6/12,199.139999,199.639999,196.809998,197.259995,146.774887,5214700
3/7/12,198.089996,198.570007,197.309998,197.770004,147.154373,3346900
3/8/12,199.240005,199.990005,198.649994,199.809998,148.672241,3145800
3/9/12,199.979996,201.100006,199.720001,200.619995,149.274948,3178200
3/12/12,200.929993,201.570007,200.229996,201,149.557663,3119700
3/13/12,201.720001,203.899994,201.610001,203.779999,151.626205,4866000
3/14/12,203.779999,205.149994,203.639999,204.720001,152.325684,4602300
3/15/12,204.940002,206.179993,204.740005,206,153.278046,3621100
3/16/12,207.029999,207.520004,206.009995,206.009995,153.285461,9637000
3/19/12,205.710007,206.529999,204.5,205.720001,153.069672,3763200
3/20/12,204.740005,205,203.699997,204.25,151.975876,3695100
3/21/12,204.320007,205.770004,204.300003,204.690002,152.303299,3329900
3/22/12,204,205.990005,203.960007,205.490005,152.898575,3307800
3/23/12,205.889999,205.960007,204.559998,205.479996,152.891083,3036200
3/26/12,206.449997,207.919998,206.320007,207.770004,154.595047,3418200
3/27/12,208.460007,208.660004,207,207.179993,154.155991,2704500
3/28/12,207.440002,208.690002,206.270004,207.289993,154.237854,3265700
3/29/12,206.089996,208.5,206.020004,208.270004,154.967072,3403700
3/30/12,208.740005,209.119995,208.009995,208.649994,155.249786,3215200
4/2/12,208.960007,209.690002,208.089996,209.470001,155.85994,3387900
4/3/12,209.309998,210.690002,208.539993,209.5,155.882263,4091500
4/4/12,206.220001,206.979996,205.190002,206.050003,153.315231,4404000
4/5/12,205.149994,205.679993,204.460007,205.470001,152.883667,3809000
