<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.AAPL,1,20200714,110800,379.44,379.88,379.26,379.82,3654
US1.AAPL,1,20200714,110900,379.86,379.86,379.47,379.65,4047
US1.AAPL,1,20200714,111000,379.57,380.21,379.47,379.84,5900
US1.AAPL,1,20200714,111100,379.8,380.84,379.79,380.47,3600
US1.AAPL,1,20200714,111200,380.54,380.91,380.32,380.67,4550
US1.AAPL,1,20200714,111300,380.85,380.85,380.53,380.6,2900
US1.AAPL,1,20200714,111400,380.86,380.92,380.58,380.63,4116
US1.AAPL,1,20200714,111500,380.71,380.72,380.11,380.11,2500
US1.AAPL,1,20200714,111600,380.31,380.73,380.2,380.2,4934
US1.AAPL,1,20200714,111700,380.01,380.01,379.11,379.11,5142
US1.AAPL,1,20200714,111800,379.17,380.37,379.17,380.37,2000
US1.AAPL,1,20200714,111900,380.24,380.7,380.24,380.55,2150
US1.AAPL,1,20200714,112000,380.55,380.87,380.55,380.87,1716
US1.AAPL,1,20200714,112100,380.84,381.36,380.77,380.83,4063
US1.AAPL,1,20200714,112200,380.85,381.27,380.51,381.09,3369
US1.AAPL,1,20200714,112300,381.11,381.28,380.9,381.16,4487
US1.AAPL,1,20200714,112400,381.08,381.46,380.97,380.97,6578
US1.AAPL,1,20200714,112500,381.02,381.31,380.88,380.88,2700
US1.AAPL,1,20200714,112600,380.86,381.28,380.86,381.01,4207
US1.AAPL,1,20200714,112700,381.27,381.4,380.53,380.66,4400
US1.AAPL,1,20200714,112800,380.92,380.93,380.65,380.87,3000
US1.AAPL,1,20200714,112900,380.83,381.13,380.71,381.01,3210
US1.AAPL,1,20200714,113000,381.12,381.35,381,381.03,10274
US1.AAPL,1,20200714,113100,381,381.14,380.32,380.48,7006
US1.AAPL,1,20200714,113200,380.79,381.12,380.56,380.74,5674
US1.AAPL,1,20200714,113300,380.97,381.03,380.7,380.75,4100
US1.AAPL,1,20200714,113400,380.96,382.02,380.96,381.88,9856
US1.AAPL,1,20200714,113500,381.87,382.37,381.78,382.27,6443
US1.AAPL,1,20200714,113600,382.28,382.83,382.26,382.77,4480
US1.AAPL,1,20200714,113700,382.77,382.8,382.44,382.62,4100
US1.AAPL,1,20200714,113800,382.63,383.21,382.63,382.97,6187
US1.AAPL,1,20200714,113900,383.11,383.48,382.995,383.32,3349
US1.AAPL,1,20200714,114000,383.34,383.34,382.6,382.6,7184
US1.AAPL,1,20200714,114100,382.57,383.16,382.51,383.1,2500
US1.AAPL,1,20200714,114200,383.16,383.8,383.16,383.68,5505
US1.AAPL,1,20200714,114300,383.97,384.15,383.88,384.15,4593
US1.AAPL,1,20200714,114400,384.15,384.15,383.95,383.99,6390
US1.AAPL,1,20200714,114500,383.87,383.87,383.31,383.69,6861
US1.AAPL,1,20200714,114600,383.8,384.28,383.39,383.42,5031
US1.AAPL,1,20200714,114700,383.36,383.36,382.64,382.98,5153
US1.AAPL,1,20200714,114800,383.16,383.23,383.09,383.09,1482
US1.AAPL,1,20200714,114900,383.4,383.49,383.25,383.36,1300
US1.AAPL,1,20200714,115000,383.55,383.69,383.39,383.45,2039
US1.AAPL,1,20200714,115100,383.39,383.9,383.27,383.9,1900
US1.AAPL,1,20200714,115200,383.83,383.83,383.46,383.7,1900
US1.AAPL,1,20200714,115300,383.48,383.48,383.22,383.39,2759
US1.AAPL,1,20200714,115400,383.45,383.5,383.14,383.15,2923
US1.AAPL,1,20200714,115500,383.05,383.13,382.58,382.58,7992
US1.AAPL,1,20200714,115600,382.65,382.68,382.27,382.6,7400
US1.AAPL,1,20200714,115700,382.61,382.62,382.06,382.08,2428
US1.AAPL,1,20200714,115800,382.18,382.36,382.05,382.16,3000
US1.AAPL,1,20200714,115900,382.27,382.65,382.27,382.35,2741
US1.AAPL,1,20200714,120000,382.32,382.32,381.98,382.18,2800
US1.AAPL,1,20200714,120100,382.31,382.5,382.1,382.34,4802
US1.AAPL,1,20200714,120200,382.27,382.27,381.7,381.97,2800
US1.AAPL,1,20200714,120300,381.98,382.03,381.75,382.01,2700
US1.AAPL,1,20200714,120400,382.11,382.39,382.1,382.34,1800
US1.AAPL,1,20200714,120500,382.29,382.67,382.03,382.56,3654
US1.AAPL,1,20200714,120600,382.54,382.72,382.11,382.11,4597
US1.AAPL,1,20200714,120700,382.11,382.11,381.58,381.79,9028
US1.AAPL,1,20200714,120800,381.77,382.12,381.77,381.78,1912
US1.AAPL,1,20200714,120900,381.89,382.14,381.86,382.14,2955
US1.AAPL,1,20200714,121000,382.16,382.17,381.75,381.84,3035
US1.AAPL,1,20200714,121100,381.85,382.5,381.84,382.5,2800
US1.AAPL,1,20200714,121200,382.51,382.51,382.14,382.38,2400
US1.AAPL,1,20200714,121300,382.31,382.44,382.27,382.36,1400
US1.AAPL,1,20200714,121400,382.34,382.54,382.26,382.26,1800
US1.AAPL,1,20200714,121500,382.12,382.12,381.94,382.11,400
US1.AAPL,1,20200714,121600,382.05,382.2,381.94,382.1,8169
US1.AAPL,1,20200714,121700,382.05,382.55,382.05,382.55,2470
US1.AAPL,1,20200714,121800,382.57,383.26,382.57,383.22,5374
US1.AAPL,1,20200714,121900,383.26,383.94,383.24,383.76,5889
US1.AAPL,1,20200714,122000,383.78,383.78,383.37,383.46,4311
US1.AAPL,1,20200714,122100,383.4,383.61,383.18,383.44,7195
US1.AAPL,1,20200714,122200,383.43,383.76,383.4,383.76,1800
US1.AAPL,1,20200714,122300,383.84,384.06,383.69,383.82,3173
US1.AAPL,1,20200714,122400,383.86,384.07,383.81,383.82,2300
US1.AAPL,1,20200714,122500,383.69,383.95,383.68,383.72,2320
US1.AAPL,1,20200714,122600,383.66,383.66,383.23,383.39,2360
US1.AAPL,1,20200714,122700,383.32,383.43,383.28,383.39,1100
US1.AAPL,1,20200714,122800,383.17,383.25,383.06,383.22,1500
US1.AAPL,1,20200714,122900,383.23,383.23,382.88,382.88,1400
US1.AAPL,1,20200714,123000,382.93,382.99,382.48,382.57,5167
US1.AAPL,1,20200714,123100,382.61,383,382.61,382.97,1411
US1.AAPL,1,20200714,123200,383.1,383.31,383.01,383.27,4100
US1.AAPL,1,20200714,123300,383.18,383.44,383.1,383.37,1600
US1.AAPL,1,20200714,123400,383.25,383.25,383.03,383.14,1935
US1.AAPL,1,20200714,123500,383.09,383.09,382.58,382.7,2000
US1.AAPL,1,20200714,123600,382.92,383.43,382.92,383.41,1900
US1.AAPL,1,20200714,123700,383.42,383.5,383.27,383.37,1973
US1.AAPL,1,20200714,123800,383.39,383.48,383.31,383.48,1300
US1.AAPL,1,20200714,123900,383.46,383.57,383.4,383.4,900
US1.AAPL,1,20200714,124000,383.46,383.5,383.16,383.5,2050
US1.AAPL,1,20200714,124100,383.56,383.66,383.13,383.17,1500
US1.AAPL,1,20200714,124200,383.17,383.42,383.17,383.42,1100
US1.AAPL,1,20200714,124300,383.18,383.18,382.79,382.79,1100
US1.AAPL,1,20200714,124400,382.89,383.11,382.89,383.11,1200
US1.AAPL,1,20200714,124500,383.04,383.04,382.4,382.54,4050
US1.AAPL,1,20200714,124600,382.66,383.19,382.66,383.18,5764
US1.AAPL,1,20200714,124700,383.3,383.55,383.16,383.31,2400
US1.AAPL,1,20200714,124800,383.24,383.33,383.16,383.33,2500
US1.AAPL,1,20200714,124900,383.39,383.43,383.39,383.41,300
US1.AAPL,1,20200714,125000,383.41,383.46,383.41,383.45,600
US1.AAPL,1,20200714,125100,383.08,383.15,382.95,382.97,1200
US1.AAPL,1,20200714,125200,382.98,383.05,382.41,382.53,5419
US1.AAPL,1,20200714,125300,382.75,382.76,382.57,382.69,4690
US1.AAPL,1,20200714,125400,382.64,382.72,382.24,382.24,3100
US1.AAPL,1,20200714,125500,382.35,382.35,382.02,382.09,2100
US1.AAPL,1,20200714,125600,382.05,382.15,381.5,381.6,5991
US1.AAPL,1,20200714,125700,381.7,381.72,381.55,381.57,950
US1.AAPL,1,20200714,125800,381.45,381.45,381.13,381.29,4506
US1.AAPL,1,20200714,125900,381.52,381.55,381.23,381.4,1632
US1.AAPL,1,20200714,130000,381.45,381.59,381.45,381.48,1651
US1.AAPL,1,20200714,130100,381.44,381.65,381,381,2942
US1.AAPL,1,20200714,130200,380.89,380.93,380.52,380.68,2786
US1.AAPL,1,20200714,130300,380.67,380.99,380.38,380.38,1300
US1.AAPL,1,20200714,130400,380.43,380.69,380.4,380.65,5891
US1.AAPL,1,20200714,130500,380.66,380.83,380.57,380.64,3600
US1.AAPL,1,20200714,130600,380.97,381.2,380.97,381.2,1300
US1.AAPL,1,20200714,130700,381.17,381.17,380.67,380.84,5400
US1.AAPL,1,20200714,130800,380.76,380.76,380.25,380.25,1900
US1.AAPL,1,20200714,130900,380.33,380.33,380.02,380.29,3281
US1.AAPL,1,20200714,131000,380.33,380.57,380.33,380.48,2000
US1.AAPL,1,20200714,131100,380.38,380.38,380.07,380.35,4100
US1.AAPL,1,20200714,131200,380.51,380.89,380.33,380.83,3152
US1.AAPL,1,20200714,131300,380.57,380.76,380.53,380.54,2600
US1.AAPL,1,20200714,131400,380.63,381.18,380.63,381.12,4900
US1.AAPL,1,20200714,131500,381.12,381.52,381.12,381.33,3850
US1.AAPL,1,20200714,131600,381.4,381.57,381.26,381.57,1900
US1.AAPL,1,20200714,131700,381.63,381.73,381.2,381.31,3422
US1.AAPL,1,20200714,131800,381.46,381.52,381.19,381.26,2075
US1.AAPL,1,20200714,131900,381.27,381.27,380.83,381.04,5500
US1.AAPL,1,20200714,132000,380.99,381.29,380.95,381.29,1100
US1.AAPL,1,20200714,132100,381.15,381.45,381.15,381.45,1537
US1.AAPL,1,20200714,132200,381.48,381.91,381.33,381.62,6339
US1.AAPL,1,20200714,132300,381.57,381.84,381.57,381.71,2500
US1.AAPL,1,20200714,132400,381.63,381.71,381.59,381.59,815
US1.AAPL,1,20200714,132500,381.57,381.57,381.39,381.47,600
US1.AAPL,1,20200714,132600,381.49,381.85,381.33,381.75,1200
US1.AAPL,1,20200714,132700,381.75,381.92,381.7,381.92,1100
US1.AAPL,1,20200714,132800,381.94,382.11,381.93,382.05,2317
US1.AAPL,1,20200714,132900,382.09,382.15,382,382.04,1710
US1.AAPL,1,20200714,133000,381.94,381.94,381.85,381.86,1708
US1.AAPL,1,20200714,133100,381.8,382.2,381.8,382.14,2100
US1.AAPL,1,20200714,133200,382.24,382.61,382.23,382.56,6784
US1.AAPL,1,20200714,133300,382.62,382.73,382.6,382.68,1600
US1.AAPL,1,20200714,133400,382.76,382.93,382.7,382.89,2000
US1.AAPL,1,20200714,133500,382.92,382.99,382.72,382.79,2600
US1.AAPL,1,20200714,133600,382.75,382.86,382.6,382.85,3591
US1.AAPL,1,20200714,133700,382.76,383.01,382.76,383.01,1047
US1.AAPL,1,20200714,133800,382.9,382.91,382.57,382.68,3184
US1.AAPL,1,20200714,133900,382.78,383.42,382.78,383.18,6145
US1.AAPL,1,20200714,134000,383.16,383.47,383.13,383.44,3991
US1.AAPL,1,20200714,134100,383.32,383.4,383.23,383.33,1000
US1.AAPL,1,20200714,134200,383.25,383.25,383.11,383.11,873
US1.AAPL,1,20200714,134300,383.25,383.51,383.19,383.4,1726
US1.AAPL,1,20200714,134400,383.39,383.62,383.38,383.57,2505
US1.AAPL,1,20200714,134500,383.52,383.6,383.44,383.44,1190
US1.AAPL,1,20200714,134600,383.35,383.52,383.3,383.52,2200
US1.AAPL,1,20200714,134700,383.64,383.9,383.55,383.59,6252
US1.AAPL,1,20200714,134800,383.53,383.53,383.25,383.43,1999
US1.AAPL,1,20200714,134900,383.55,383.81,383.49,383.78,3884
US1.AAPL,1,20200714,135000,383.72,383.87,383.43,383.565,2896
US1.AAPL,1,20200714,135100,383.53,383.53,383.3,383.35,1500
US1.AAPL,1,20200714,135200,383.32,383.32,382.93,383.26,3229
US1.AAPL,1,20200714,135300,383.35,383.5,383.3,383.39,1600
US1.AAPL,1,20200714,135400,383.49,384.2,383.49,384.2,7700
US1.AAPL,1,20200714,135500,384.16,384.56,384.13,384.38,8145
US1.AAPL,1,20200714,135600,384.51,384.6,384.14,384.49,13193
US1.AAPL,1,20200714,135700,384.53,384.76,384.52,384.52,2899
US1.AAPL,1,20200714,135800,384.53,384.53,384.17,384.28,1700
US1.AAPL,1,20200714,135900,384.35,384.49,382.87,383.25,17995
US1.AAPL,1,20200714,140000,383.39,383.44,382.53,383.15,5616
US1.AAPL,1,20200714,140100,383.07,384.18,382.69,383.77,8328
US1.AAPL,1,20200714,140200,383.92,384.16,383.67,383.97,3107
US1.AAPL,1,20200714,140300,384.05,384.59,384.04,384.42,4251
US1.AAPL,1,20200714,140400,384.3,384.3,383.91,384.21,5003
US1.AAPL,1,20200714,140500,384.21,384.37,384.02,384.19,1246
US1.AAPL,1,20200714,140600,384.1,384.18,383.94,383.95,1623
US1.AAPL,1,20200714,140700,384.05,384.16,383.83,383.83,3000
US1.AAPL,1,20200714,140800,383.73,383.85,383.44,383.76,3200
US1.AAPL,1,20200714,140900,383.9,383.96,383.67,383.67,1800
US1.AAPL,1,20200714,141000,383.95,384.2,383.95,384.2,1900
US1.AAPL,1,20200714,141100,384.35,384.44,384,384,5245
US1.AAPL,1,20200714,141200,383.99,384.28,383.99,384.28,1300
US1.AAPL,1,20200714,141300,384.37,384.4,384.21,384.23,900
US1.AAPL,1,20200714,141400,384.22,384.57,384.13,384.48,2260
US1.AAPL,1,20200714,141500,384.39,384.75,384.39,384.75,1800
US1.AAPL,1,20200714,141600,384.77,385.07,384.54,385.01,7710
US1.AAPL,1,20200714,141700,384.98,384.98,384.67,384.82,3146
US1.AAPL,1,20200714,141800,384.78,385.19,384.66,385.19,4709
US1.AAPL,1,20200714,141900,385.14,385.46,384.99,385.38,5178
US1.AAPL,1,20200714,142000,385.39,385.68,385.25,385.54,6571
US1.AAPL,1,20200714,142100,385.66,386,385.41,385.99,5982
US1.AAPL,1,20200714,142200,386,386.34,385.9,386.3,10944
US1.AAPL,1,20200714,142300,386.31,386.8,385.95,386.75,10775
US1.AAPL,1,20200714,142400,386.55,386.69,386.49,386.69,3958
US1.AAPL,1,20200714,142500,386.59,386.59,386.16,386.51,4500
US1.AAPL,1,20200714,142600,386.54,386.92,386.48,386.48,9384
US1.AAPL,1,20200714,142700,386.68,386.77,386.16,386.25,6100
US1.AAPL,1,20200714,142800,386.27,386.68,385.87,386.06,10753
US1.AAPL,1,20200714,142900,386.09,386.4,386.07,386.3,4942
US1.AAPL,1,20200714,143000,386.22,386.56,386.22,386.55,4123
US1.AAPL,1,20200714,143100,386.61,387.14,386.61,386.83,12024
US1.AAPL,1,20200714,143200,386.87,387.09,386.8,387.03,6546
US1.AAPL,1,20200714,143300,387.07,387.43,387.07,387.23,13457
US1.AAPL,1,20200714,143400,387.17,387.21,386.71,386.84,4927
US1.AAPL,1,20200714,143500,386.8,387.07,386.59,386.8,5400
US1.AAPL,1,20200714,143600,386.86,386.96,386.45,386.74,6200
US1.AAPL,1,20200714,143700,386.84,386.89,386.57,386.89,3482
US1.AAPL,1,20200714,143800,386.78,386.8,385.96,385.99,7375
US1.AAPL,1,20200714,143900,386,386.02,385.63,385.7,6900
US1.AAPL,1,20200714,144000,385.84,385.98,385.51,385.62,9553
US1.AAPL,1,20200714,144100,385.67,386.07,385.67,385.98,3850
US1.AAPL,1,20200714,144200,386.06,386.07,385.54,385.8,6667
US1.AAPL,1,20200714,144300,385.8,385.99,385.79,385.79,900
US1.AAPL,1,20200714,144400,385.95,386.12,385.73,385.76,2400
US1.AAPL,1,20200714,144500,385.95,386.09,385.9,386.09,500
US1.AAPL,1,20200714,144600,385.9,386.69,385.69,386.54,8066
US1.AAPL,1,20200714,144700,386.56,386.58,386.41,386.41,5102
US1.AAPL,1,20200714,144800,386.36,386.45,386.09,386.09,3168
US1.AAPL,1,20200714,144900,386.21,386.21,385.63,385.63,3600
US1.AAPL,1,20200714,145000,385.6,385.8,385.34,385.46,10537
US1.AAPL,1,20200714,145100,385.46,385.92,385.4,385.73,4341
US1.AAPL,1,20200714,145200,385.81,385.81,385.38,385.5,2662
US1.AAPL,1,20200714,145300,385.56,385.7,385.45,385.53,2180
US1.AAPL,1,20200714,145400,385.68,385.68,385.28,385.36,2237
US1.AAPL,1,20200714,145500,385.43,385.74,385.43,385.54,2000
